SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,GAME_ID,GAME_DATE,WL,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,AVAILABLE_FLAG,TEAM_NAME,MATCHUP,PTS,SEASON,PACE_ROLL_MEAN_10,OFF_RATING_ROLL_MEAN_10,DEF_RATING_ROLL_MEAN_10,PTS_ROLL_MEAN_MU,PTS_ROLL_VAR_SIGMA2,TRUE_MARKET_LINE,OPP_TEAM_ID,OPP_DEF_RATING_ROLL_MEAN_10,OPP_PACE_ROLL_MEAN_10,XGB_WF_ADJUSTED_MU,XGB_WF_ADJUSTED_SIGMA2,n_param_XGB_WF,p_param_XGB_WF,PROB_OVER_XGB_WF,PROB_UNDER_XGB_WF,PROJECTED_SCORE_25TH_XGB_WF,PROJECTED_SCORE_75TH_XGB_WF,ACTUAL_SCORE_PROB_XGB_WF,LOG_LIKELIHOOD_XGB_WF,ODDS_OVER,ODDS_UNDER,IMPLIED_PROB_OVER,IMPLIED_PROB_UNDER,B_ODDS_OVER,B_ODDS_UNDER,EDGE_OVER_XGB_WF,EDGE_UNDER_XGB_WF,BET_PLACED_XGB_WF,BET_RESULT_XGB_WF,PNL_XGB_WF,CUM_PNL_XGB_WF,BANKROLL_XGB_WF
2022-23,1610612748,MIA,22200065,2022-10-26,W,48.0,121.0,124.0,100.6,101.0,20.4,22.9,0.773,1.89,23.0,0.4,0.708,0.559,0.188,0.592,0.624,97.9,96.5,80.42,96,0.619,1,1,1,1,173,496,368,141,91,1203,140,138,1580,337,2446,649,669,2063,167,1.0,Miami Heat,MIA @ POR,119,2022-23,98.78063611505708,106.79909783870195,106.82047921259957,105.51733398046623,128.38953767017847,111.5,1610612757,111.67610391126394,99.17933731061494,107.40038,130.68076114355364,495.4748468246694,0.8218530566838792,0.3531607292130196,0.6468392707869803,100.0,115.0,0.0200210797195604,3.910969524556011,-110,-110,0.5238095238095238,0.5238095238095238,0.9090909090909091,0.9090909090909091,-0.17064879459650423,0.1230297469774565,UNDER,LOSS,-110.0,-300.0,9700.0
2022-23,1610612757,POR,22200065,2022-10-26,L,48.0,100.6,101.0,121.0,124.0,-20.4,-22.9,0.588,1.05,15.4,0.292,0.6,0.441,0.196,0.513,0.548,97.9,96.5,80.42,97,0.381,1,1396,1396,1396,173,2421,2289,2650,1590,2626,2269,1191,2637,2449,2560,1857,1949,2063,2624,1.0,Portland Trail Blazers,POR vs. MIA,98,2022-23,99.17933731061494,110.50324934415278,111.67610391126394,110.87404437105836,304.9900398338641,109.0,1610612748,106.82047921259957,98.78063611505708,108.19691,297.6258255597523,61.799277555886825,0.3635333286013349,0.4527292425926901,0.5472707574073099,96.0,119.0,0.0208097419136838,3.872333992632538,-110,-110,0.5238095238095238,0.5238095238095238,0.9090909090909091,0.9090909090909091,-0.07108028121683374,0.02346123359778607,NO BET,NO BET,0.0,-300.0,9700.0
2022-23,1610612751,BKN,22200066,2022-10-27,L,53.0,115.5,114.7,120.1,121.7,-4.6,-7.0,0.465,1.33,13.8,0.346,0.773,0.542,0.138,0.527,0.589,97.6,97.36,81.13,109,0.481,1,1396,1396,1396,21,1280,2134,1921,2588,2256,2576,526,704,564,1344,1628,1180,1963,1625,1.0,Brooklyn Nets,BKN vs. DAL,125,2022-23,100.4796614050429,108.60018629895056,114.17985370440256,108.69444005324266,129.71848596502466,111.5,1610612742,109.0311835869578,97.53206514326996,108.62442,129.6349225945884,561.5888857751133,0.8379255989971188,0.3929905887721847,0.6070094112278153,101.0,116.0,0.0121256427423251,4.4124327514173975,-110,-110,0.5238095238095238,0.5238095238095238,0.9090909090909091,0.9090909090909091,-0.13081893503733916,0.08319988741829143,UNDER,LOSS,-110.0,-410.0,9590.0
2022-23,1610612742,DAL,22200066,2022-10-27,W,53.0,120.1,121.7,115.5,114.7,4.6,7.0,0.61,1.39,17.7,0.227,0.654,0.458,0.17,0.63,0.669,97.6,97.36,81.13,106,0.519,1,1,1,1,21,655,1509,870,1328,2161,1491,2079,2257,2219,2167,302,222,1963,1166,1.0,Dallas Mavericks,DAL @ BKN,129,2022-23,97.53206514326996,115.63345308006387,109.0311835869578,112.40174446213712,180.29556825810803,114.0,1610612751,114.17985370440256,100.4796614050429,116.170204,186.3402839020114,192.3257982843964,0.6234304345252942,0.538137934424043,0.461862065575957,107.0,125.0,0.0178301266328363,4.026865688813227,-110,-110,0.5238095238095238,0.5238095238095238,0.9090909090909091,0.9090909090909091,0.014328410614519171,-0.06194745823356684,NO BET,NO BET,0.0,-410.0,9590.0
2022-23,1610612746,LAC,22200067,2022-10-27,L,48.0,110.1,111.1,121.0,118.0,-10.9,-6.9,0.477,1.05,15.9,0.3,0.714,0.528,0.202,0.591,0.612,98.7,99.5,82.92,99,0.485,1,1396,1396,1396,173,1630,1818,1904,2531,2637,2122,1063,1485,821,2620,659,842,1417,1565,1.0,LA Clippers,LAC @ OKC,110,2022-23,101.76953197336324,104.64833242910508,105.67620934259784,106.2518910957426,155.1607272172197,112.75,1610612760,107.1086028361605,101.87844056471192,110.44223,161.27992245992718,239.92997698764933,0.6847859829052849,0.4260037445409941,0.5739962554590059,102.0,119.0,0.031450329670805,3.4593457817159203,-110,-110,0.5238095238095238,0.5238095238095238,0.9090909090909091,0.9090909090909091,-0.09780577926852974,0.050186731649482064,UNDER,WIN,100.0,-310.0,9690.0
2022-23,1610612760,OKC,22200067,2022-10-27,W,48.0,121.0,118.0,110.1,111.1,10.9,6.9,0.574,2.25,19.1,0.286,0.7,0.472,0.12,0.584,0.599,98.7,99.5,82.92,100,0.515,1,1,1,1,173,963,1153,887,1756,728,974,1258,1705,1965,844,754,1024,1417,1226,1.0,Oklahoma City Thunder,OKC vs. LAC,118,2022-23,101.87844056471192,110.03278717254878,107.1086028361605,112.20653842437684,140.81190736037198,105.75,1610612746,105.67620934259784,101.76953197336324,112.20011,140.80384184921513,440.1127066959085,0.7968540482674733,0.7089092524895906,0.2910907475104095,104.0,120.0,0.0289891910722617,3.54083220562417,-110,-110,0.5238095238095238,0.5238095238095238,0.9090909090909091,0.9090909090909091,0.18509972868006674,-0.23271877629911436,OVER,WIN,100.0,-210.0,9790.0
2022-23,1610612744,GSW,22200068,2022-10-27,W,48.0,118.7,124.2,108.2,108.9,10.5,15.3,0.652,1.43,20.0,0.447,0.765,0.612,0.212,0.598,0.624,102.6,100.0,83.33,99,0.54,1,1,1,1,173,474,949,367,854,2084,684,32,807,37,2675,563,672,1305,875,1.0,Golden State Warriors,GSW vs. MIA,123,2022-23,104.73511684480144,110.20913924031652,111.5935668421006,115.86718346144724,135.72629991092236,117.0,1610612748,105.7622102648542,98.36597500322854,110.50544,129.4455773442873,644.7393580431296,0.8536826211094775,0.2653088197846573,0.7346911802153426,103.0,118.0,0.0184739342437831,3.991394446080222,-110,-110,0.5238095238095238,0.5238095238095238,0.9090909090909091,0.9090909090909091,-0.2585007040248665,0.2108816564058188,UNDER,LOSS,-110.0,-320.0,9680.0
2022-23,1610612748,MIA,22200068,2022-10-27,L,48.0,108.2,108.9,118.7,124.2,-10.5,-15.3,0.641,2.08,18.1,0.235,0.553,0.388,0.119,0.523,0.563,102.6,100.0,83.33,101,0.46,1,1396,1396,1396,173,1838,2311,2424,960,940,1348,1970,2758,2754,817,1693,1661,1305,1916,1.0,Miami Heat,MIA @ GSW,110,2022-23,98.36597500322854,109.9265345953016,105.7622102648542,107.96872780219968,135.09264371267335,111.0,1610612744,111.5935668421006,104.73511684480144,113.72842,142.29928197978,452.7042531155095,0.7992198896620667,0.5661132233525961,0.4338867766474039,106.0,122.0,0.0324444357252502,3.4282262919704736,-110,-110,0.5238095238095238,0.5238095238095238,0.9090909090909091,0.9090909090909091,0.042303699543072226,-0.08992274716211995,OVER,LOSS,-110.0,-430.0,9570.0
2022-23,1610612763,MEM,22200069,2022-10-27,W,48.0,121.5,126.3,113.8,111.1,7.7,15.2,0.551,1.93,19.3,0.304,0.795,0.544,0.141,0.609,0.626,99.8,99.0,82.5,99,0.538,1,1,1,1,173,366,1153,373,1990,1121,921,1016,473,531,1424,459,649,1529,901,1.0,Memphis Grizzlies,MEM @ SAC,125,2022-23,101.71931366943195,113.05714154407676,114.75739755915446,116.0672896944954,217.01763460323417,119.5,1610612758,106.30511041048813,103.25573692540546,114.09054,213.32158920868557,131.1751738527611,0.5348288396318447,0.3455616642242074,0.6544383357757926,104.0,124.0,0.0195390036939165,3.935342570516591,-110,-110,0.5238095238095238,0.5238095238095238,0.9090909090909091,0.9090909090909091,-0.17824785958531641,0.13062881196626874,UNDER,LOSS,-110.0,-540.0,9460.0
2022-23,1610612758,SAC,22200069,2022-10-27,L,48.0,113.8,111.1,121.5,126.3,-7.7,-15.2,0.7,2.15,20.6,0.205,0.696,0.456,0.131,0.554,0.593,99.8,99.0,82.5,99,0.462,1,1396,1396,1396,173,1630,2422,2418,400,858,532,2299,1758,2257,1153,1164,1102,1529,1890,1.0,Sacramento Kings,SAC vs. MEM,110,2022-23,103.25573692540546,111.07311570070632,106.30511041048813,114.81689246628216,134.17999943157264,117.0,1610612763,114.75739755915446,101.71931366943195,116.24423,135.8480505132335,689.2902927598705,0.8556930463010992,0.4496151444612688,0.5503848555387312,108.0,124.0,0.0304851727385737,3.4905148204890573,-110,-110,0.5238095238095238,0.5238095238095238,0.9090909090909091,0.9090909090909091,-0.07419437934825501,0.02657533172920734,NO BET,NO BET,0.0,-540.0,9460.0
2022-23,1610612737,ATL,22200070,2022-10-28,W,48.0,133.4,138.8,112.3,113.1,21.1,25.6,0.564,4.43,21.5,0.333,0.648,0.505,0.071,0.629,0.648,100.8,98.5,82.08,98,0.631,1,1,1,1,173,42,1372,98,1874,35,329,628,2312,1286,68,308,385,1631,122,1.0,Atlanta Hawks,ATL @ DET,136,2022-23,100.36824003028303,110.50459771563676,111.28888973899254,111.13085271756653,92.62106257045568,117.75,1610612765,117.48247464199876,101.25399887475136,114.590454,95.50443787461435,1312816.817696415,0.999912721671808,0.3873730391464327,0.6126269608535673,107.0,122.0,0.0051864735519323,5.26170108970188,-110,-110,0.5238095238095238,0.5238095238095238,0.9090909090909091,0.9090909090909091,-0.13643648466309116,0.08881743704404343,UNDER,LOSS,-110.0,-650.0,9350.0
2022-23,1610612765,DET,22200070,2022-10-28,L,48.0,112.3,113.1,133.4,138.8,-21.1,-25.6,0.486,1.64,13.2,0.352,0.667,0.495,0.111,0.471,0.545,100.8,98.5,82.08,99,0.369,1,1396,1396,1396,173,1414,2747,2693,2497,1664,2637,470,2082,1502,630,2426,1984,1631,2669,1.0,Detroit Pistons,DET vs. ATL,112,2022-23,101.25399887475136,106.709960054105,117.48247464199876,107.79880610931085,54.59091634055166,111.75,1610612737,111.28888973899254,100.36824003028303,110.17082,55.79214048725089,1213501.8032036612,0.999909220716982,0.4434450636780502,0.5565549363219497,103.0,117.0,0.0371022225362041,3.294078377574285,-110,-110,0.5238095238095238,0.5238095238095238,0.9090909090909091,0.9090909090909091,-0.08036446013147364,0.03274541251242591,UNDER,LOSS,-110.0,-760.0,9240.0
2022-23,1610612766,CHA,22200071,2022-10-28,L,48.0,91.6,93.0,109.2,111.9,-17.7,-18.9,0.636,1.4,15.8,0.203,0.848,0.486,0.15,0.448,0.482,102.5,100.5,83.75,100,0.372,1,1396,1396,1396,173,2698,1241,2544,1012,2138,2157,2331,110,1695,1665,2589,2649,1211,2657,1.0,Charlotte Hornets,CHA @ ORL,93,2022-23,102.3952493272503,111.89721565235516,112.68013760836337,116.56919237311554,204.07423515293175,111.0,1610612753,111.20820765350356,99.77495607816591,112.100914,196.25175244904275,149.3344031527793,0.5712097476967607,0.5052476446188798,0.4947523553811201,102.0,121.0,0.0117781024345447,4.441513112485691,-110,-110,0.5238095238095238,0.5238095238095238,0.9090909090909091,0.9090909090909091,-0.018561879190644004,-0.029057168428403723,NO BET,NO BET,0.0,-760.0,9240.0
2022-23,1610612753,ORL,22200071,2022-10-28,W,48.0,109.2,111.9,91.6,93.0,17.7,18.9,0.667,2.33,20.6,0.152,0.797,0.514,0.119,0.553,0.586,102.5,100.5,83.75,101,0.628,1,1,1,1,173,1542,92,247,682,626,532,2674,457,1087,817,1182,1229,1211,134,1.0,Orlando Magic,ORL vs. CHA,113,2022-23,99.77495607816591,104.8521555936153,111.20820765350356,104.6170342775872,109.77190993331529,109.5,1610612766,112.68013760836337,102.3952493272503,111.08156,116.5549653477231,2254.3750234082013,0.9530401205658204,0.5516559160353123,0.4483440839646876,104.0,118.0,0.0360257906222384,3.3235201630912528,-110,-110,0.5238095238095238,0.5238095238095238,0.9090909090909091,0.9090909090909091,0.02784639222578844,-0.07546543984483622,NO BET,NO BET,0.0,-760.0,9240.0
2022-23,1610612738,BOS,22200072,2022-10-28,L,53.0,111.7,112.8,121.1,121.1,-9.4,-8.3,0.667,1.47,19.2,0.205,0.761,0.489,0.174,0.591,0.64,99.2,98.72,82.26,109,0.503,1,1396,1396,1396,21,1443,2091,2023,682,1976,960,2299,865,1646,2247,659,476,1629,1374,1.0,Boston Celtics,BOS vs. CLE,123,2022-23,99.12881603085928,113.86227132257778,112.73695554456532,114.337369155901,196.54504938613863,112.75,1610612739,106.22121530652385,97.45177989773488,108.967125,187.31364129422988,151.55535353394248,0.5817361948978435,0.3875117783752732,0.6124882216247268,100.0,118.0,0.016263322421359,4.118842803290257,-110,-110,0.5238095238095238,0.5238095238095238,0.9090909090909091,0.9090909090909091,-0.13629774543425066,0.08867869781520299,UNDER,LOSS,-110.0,-870.0,9130.0
2022-23,1610612739,CLE,22200072,2022-10-28,W,53.0,121.1,121.1,111.7,112.8,9.4,8.3,0.4,1.13,13.0,0.239,0.795,0.511,0.147,0.609,0.647,99.2,98.72,82.26,109,0.498,1,1,1,1,21,700,1348,768,2740,2546,2658,1910,473,1137,1586,453,394,1629,1417,1.0,Cleveland Cavaliers,CLE @ BOS,132,2022-23,97.45177989773488,111.64267978098862,106.22121530652385,110.53691686097122,100.1560754281452,105.75,1610612738,112.73695554456532,99.12881603085928,111.16899,100.72878973792606,1235590.5415713196,0.9999100357366052,0.7006770543379308,0.2993229456620692,104.0,118.0,0.0055116193522541,5.200896624229566,-110,-110,0.5238095238095238,0.5238095238095238,0.9090909090909091,0.9090909090909091,0.17686753052840698,-0.22448657814745465,OVER,WIN,100.0,-770.0,9230.0
2022-23,1610612755,PHI,22200073,2022-10-28,W,48.0,118.1,120.4,91.3,97.8,26.8,22.6,0.581,1.67,19.8,0.205,0.627,0.459,0.161,0.622,0.645,96.7,92.5,77.08,93,0.636,1,1,1,1,173,762,212,149,1665,1585,757,2291,2509,2205,1984,353,424,2603,101,1.0,Philadelphia 76ers,PHI @ TOR,112,2022-23,95.8975419171299,112.66803110818158,112.94409981298116,107.880670188653,147.96955814680354,105.5,1610612761,109.79909391794646,97.65143758624848,106.888664,146.608918832874,287.6413215916193,0.7290734090158089,0.536236052991521,0.463763947008479,99.0,115.0,0.0292820877505759,3.530779255323562,-110,-110,0.5238095238095238,0.5238095238095238,0.9090909090909091,0.9090909090909091,0.012426529181997159,-0.06004557680104483,NO BET,NO BET,0.0,-770.0,9230.0
2022-23,1610612761,TOR,22200073,2022-10-28,L,48.0,91.3,97.8,118.1,120.4,-26.8,-22.6,0.606,1.18,14.9,0.373,0.795,0.541,0.185,0.436,0.466,96.7,92.5,77.08,92,0.364,1,1396,1396,1396,173,2578,2024,2642,1384,2498,2384,280,493,584,2420,2659,2711,2603,2689,1.0,Toronto Raptors,TOR vs. PHI,90,2022-23,97.65143758624848,111.0767094530123,109.79909391794646,109.76832891670732,135.30378630591915,109.0,1610612755,112.94409981298116,95.8975419171299,108.6697,133.94958360093008,467.1344216952437,0.811273149951054,0.4630576679718765,0.5369423320281235,101.0,116.0,0.0095015855974994,4.656296484057208,-110,-110,0.5238095238095238,0.5238095238095238,0.9090909090909091,0.9090909090909091,-0.06075185583764736,0.013132808218599634,NO BET,NO BET,0.0,-770.0,9230.0
2022-23,1610612754,IND,22200074,2022-10-28,W,48.0,121.5,125.7,114.3,115.8,7.2,9.9,0.732,2.14,21.4,0.25,0.766,0.529,0.139,0.599,0.665,103.4,101.0,84.17,101,0.57,1,1,1,1,173,391,1636,640,236,875,342,1741,787,809,1361,558,247,1071,519,1.0,Indiana Pacers,IND @ WAS,127,2022-23,102.38337846488838,112.61645156532636,118.83208978751792,115.37728287518507,97.64816580801885,112.0,1610612764,107.6505624548828,98.61665143319011,111.32293,94.21681283931112,1239014.81006865,0.9999101601287772,0.4494121265563764,0.5505878734436236,104.0,118.0,0.0123135823334782,4.397052289879121,-110,-110,0.5238095238095238,0.5238095238095238,0.9090909090909091,0.9090909090909091,-0.07439739725314742,0.026778349634099752,NO BET,NO BET,0.0,-770.0,9230.0
2022-23,1610612764,WAS,22200074,2022-10-28,L,48.0,114.3,115.8,121.5,125.7,-7.2,-9.9,0.61,1.92,18.4,0.234,0.75,0.471,0.129,0.547,0.595,103.4,101.0,84.17,101,0.43,1,1396,1396,1396,173,1148,2399,2149,1328,1138,1244,1985,979,1977,1075,1288,1081,1071,2272,1.0,Washington Wizards,WAS vs. IND,117,2022-23,98.61665143319011,107.33807801384054,107.6505624548828,107.54573830056258,153.94567120750585,116.5,1610612754,118.83208978751792,102.38337846488838,110.77989,158.57518014904602,256.7655732876417,0.6985954035407721,0.3178169161642455,0.6821830838357544,102.0,119.0,0.0271147164282365,3.607678619977546,-110,-110,0.5238095238095238,0.5238095238095238,0.9090909090909091,0.9090909090909091,-0.20599260764527833,0.1583735600262306,UNDER,LOSS,-110.0,-880.0,9120.0
2022-23,1610612749,MIL,22200075,2022-10-28,W,48.0,109.3,114.4,100.9,103.8,8.4,10.6,0.548,3.29,15.2,0.348,0.698,0.515,0.067,0.445,0.492,108.0,104.0,86.67,104,0.547,1,1,1,1,173,1305,521,595,2014,167,2312,507,1729,1065,53,2608,2587,469,803,1.0,Milwaukee Bucks,MIL vs. NYK,119,2022-23,100.17061543753825,105.5549350175268,105.9767272432962,105.9309945809581,156.8325692943892,114.75,1610612752,105.81328399037268,99.92130215201384,107.1059,158.57204134286562,222.8975266744008,0.6754400253566966,0.2728248011771892,0.7271751988228108,98.0,115.0,0.0192805245844626,3.9486597295663937,-110,-110,0.5238095238095238,0.5238095238095238,0.9090909090909091,0.9090909090909091,-0.2509847226323346,0.20336567501328695,UNDER,LOSS,-110.0,-990.0,9010.0
2022-23,1610612752,NYK,22200075,2022-10-28,L,48.0,100.9,103.8,109.3,114.4,-8.4,-10.6,0.514,1.46,13.5,0.302,0.652,0.485,0.125,0.462,0.504,108.0,104.0,86.67,104,0.453,1,1396,1396,1396,173,2264,1483,2194,2297,2031,2614,1061,2275,1718,969,2494,2497,469,1988,1.0,New York Knicks,NYK @ MIL,108,2022-23,99.92130215201384,114.36759097475358,105.81328399037268,117.8194652181626,159.25040651400676,108.75,1610612749,105.9767272432962,100.17061543753825,111.95433,151.32281071935745,318.3707466831002,0.7398377674332649,0.6023669763654036,0.3976330236345964,104.0,120.0,0.0314506251577599,3.459336386407173,-110,-110,0.5238095238095238,0.5238095238095238,0.9090909090909091,0.9090909090909091,0.07855745255587976,-0.12617650017492743,OVER,LOSS,-110.0,-1100.0,8900.0
2022-23,1610612747,LAL,22200076,2022-10-28,L,48.0,92.0,93.6,105.2,102.8,-13.2,-9.2,0.541,0.91,13.9,0.296,0.754,0.539,0.202,0.466,0.506,108.2,108.5,90.42,109,0.44,1,1396,1396,1396,173,2683,442,2100,2092,2723,2562,1123,974,615,2613,2466,2482,93,2175,1.0,Los Angeles Lakers,LAL @ MIN,102,2022-23,106.00925355485175,98.5469521588928,107.91265222895296,104.45667583279318,174.04998233960015,112.0,1610612750,109.15113470911496,104.56424482678808,114.002716,189.9559847131882,171.11336183214345,0.6001533262380976,0.5323214501962179,0.467678549803782,105.0,123.0,0.0209585125058935,3.865210342564619,-110,-110,0.5238095238095238,0.5238095238095238,0.9090909090909091,0.9090909090909091,0.008511926386694069,-0.05613097400574185,NO BET,NO BET,0.0,-1100.0,8900.0
2022-23,1610612750,MIN,22200076,2022-10-28,W,48.0,105.2,102.8,92.0,93.6,13.2,9.2,0.659,2.7,18.0,0.246,0.704,0.461,0.093,0.48,0.507,108.2,108.5,90.42,108,0.56,1,1,1,1,173,2346,108,691,789,363,1390,1815,1656,2174,284,2332,2467,93,616,1.0,Minnesota Timberwolves,MIN vs. LAL,111,2022-23,104.56424482678808,111.58076831575848,109.15113470911496,117.53156322686702,130.52455573296592,120.0,1610612747,107.91265222895296,106.00925355485175,116.14683,128.98673912623653,1050.6369933031706,0.9004555699643164,0.3451136385703532,0.6548863614296467,108.0,124.0,0.0324170989373236,3.4290692195652173,-110,-110,0.5238095238095238,0.5238095238095238,0.9090909090909091,0.9090909090909091,-0.17869588523917063,0.1310768376201229,UNDER,WIN,100.0,-1000.0,9000.0
2022-23,1610612741,CHI,22200077,2022-10-28,L,48.0,114.3,117.0,116.8,121.7,-2.5,-4.7,0.426,1.54,13.7,0.37,0.667,0.5,0.123,0.52,0.561,109.4,106.0,88.33,106,0.445,1,1396,1396,1396,173,1056,2134,1710,2703,1831,2590,306,2082,1331,926,1743,1687,245,2102,1.0,Chicago Bulls,CHI @ SAS,124,2022-23,102.07947157850651,110.9236453229972,108.28837203742668,113.30461112436858,184.6836212716103,117.25,1610612759,114.05093381448047,103.43462995402452,116.09024,189.22412594780283,184.27770177200804,0.6135065488982041,0.4484534909289073,0.5515465090710927,107.0,125.0,0.0235763220733696,3.747512330155327,-110,-110,0.5238095238095238,0.5238095238095238,0.9090909090909091,0.9090909090909091,-0.07535603288061654,0.02773698526156887,NO BET,NO BET,0.0,-1000.0,9000.0
2022-23,1610612759,SAS,22200077,2022-10-28,W,48.0,116.8,121.7,114.3,117.0,2.5,4.7,0.804,1.76,23.9,0.333,0.63,0.5,0.198,0.628,0.662,109.4,106.0,88.33,106,0.555,1,1,1,1,173,655,1733,1078,38,1452,81,628,2480,1331,2596,311,265,245,689,1.0,San Antonio Spurs,SAS vs. CHI,129,2022-23,103.43462995402452,110.87250072738384,114.05093381448047,114.56393873615129,139.19609875403222,113.25,1610612741,108.28837203742668,102.07947157850651,113.27763,137.63322784186113,526.8531809774273,0.8230398679390618,0.4843351427126527,0.5156648572873472,105.0,121.0,0.013415286981406,4.311360328215614,-110,-110,0.5238095238095238,0.5238095238095238,0.9090909090909091,0.9090909090909091,-0.039474381096871125,-0.008144666522176602,NO BET,NO BET,0.0,-1000.0,9000.0
2022-23,1610612743,DEN,22200078,2022-10-28,W,48.0,123.2,120.6,99.6,106.3,23.6,14.3,0.462,1.5,13.4,0.352,0.764,0.56,0.124,0.559,0.585,98.2,96.0,80.0,97,0.579,1,1,1,1,173,741,722,404,2604,1903,2616,470,822,329,934,1091,1241,2157,425,1.0,Denver Nuggets,DEN vs. UTA,117,2022-23,102.11704992765668,112.07904123105598,114.69729764046885,114.38926175072504,93.50039566704564,119.75,1610612762,106.18422142156746,101.71767797068588,113.808105,93.02536556826357,1294951.884057971,0.9999121217489824,0.2929882626023478,0.7070117373976522,107.0,121.0,0.0352557505314548,3.345126599020756,-110,-110,0.5238095238095238,0.5238095238095238,0.9090909090909091,0.9090909090909091,-0.23082126120717605,0.18320221358812838,UNDER,WIN,100.0,-900.0,9100.0
2022-23,1610612762,UTA,22200078,2022-10-28,L,48.0,99.6,106.3,123.2,120.6,-23.6,-14.3,0.632,2.4,18.2,0.236,0.648,0.44,0.105,0.473,0.508,98.2,96.0,80.0,95,0.421,1,1396,1396,1396,173,2064,2041,2387,1072,571,1312,1959,2312,2459,498,2411,2454,2157,2366,1.0,Utah Jazz,UTA @ DEN,101,2022-23,101.71767797068588,107.08877282279587,106.18422142156746,111.34135605557346,179.78502064077094,112.25,1610612743,114.69729764046885,102.11704992765668,112.40194,181.4975648723293,182.85088529484025,0.619302740899894,0.486088740923373,0.5139112590766269,103.0,121.0,0.0218568913767115,3.823238966599696,-110,-110,0.5238095238095238,0.5238095238095238,0.9090909090909091,0.9090909090909091,-0.03772078288615083,-0.0098982647328969,NO BET,NO BET,0.0,-900.0,9100.0
2022-23,1610612740,NOP,22200079,2022-10-28,L,48.0,110.3,112.1,125.5,125.3,-15.3,-13.1,0.658,1.79,18.2,0.271,0.614,0.435,0.141,0.529,0.58,99.7,99.0,82.5,99,0.406,1,1396,1396,1396,173,1517,2377,2335,806,1385,1295,1497,2584,2512,1424,1586,1344,1529,2484,1.0,New Orleans Pelicans,NOP @ PHX,111,2022-23,100.52698217204748,114.44086216923496,110.75207291693796,116.8755453633178,82.58612816057851,109.0,1610612756,106.63552993348146,99.4122970165694,111.73652,78.95480990562979,1248238.3279938975,0.9999104926386853,0.5778683873964476,0.4221316126035523,105.0,119.0,0.0377439004624895,3.276931367000345,-110,-110,0.5238095238095238,0.5238095238095238,0.9090909090909091,0.9090909090909091,0.0540588635869238,-0.10167791120597153,OVER,WIN,100.0,-800.0,9200.0
2022-23,1610612756,PHX,22200079,2022-10-28,W,48.0,125.5,125.3,110.3,112.1,15.3,13.1,0.688,2.75,22.3,0.386,0.729,0.565,0.121,0.576,0.615,99.7,99.0,82.5,99,0.594,1,1,1,1,173,410,1268,456,524,344,200,203,1282,275,875,861,795,1529,307,1.0,Phoenix Suns,PHX vs. NOP,124,2022-23,99.4122970165694,112.67199514273588,106.63552993348146,113.36863750441964,176.50329729595694,117.0,1610612740,110.75207291693796,100.52698217204748,112.66466,175.40727304823827,202.30787484978717,0.6423032274254092,0.3489613139470884,0.6510386860529116,104.0,121.0,0.019853351893795,3.919382374586685,-110,-110,0.5238095238095238,0.5238095238095238,0.9090909090909091,0.9090909090909091,-0.17484820986243543,0.12722916224338776,UNDER,LOSS,-110.0,-910.0,9090.0
2022-23,1610612745,HOU,22200080,2022-10-28,L,48.0,103.5,107.8,120.4,123.8,-16.9,-16.0,0.575,1.35,15.9,0.333,0.717,0.505,0.165,0.5,0.538,105.5,102.0,85.0,103,0.408,1,1396,1396,1396,173,1938,2283,2447,1742,2233,2144,628,1453,1296,2078,2029,2118,817,2469,1.0,Houston Rockets,HOU @ POR,111,2022-23,103.14058687608431,108.62251178260983,112.38257366248466,112.0704152394611,89.71746837425998,109.25,1610612757,113.91681229103412,98.69218507232132,113.42189,90.79938564070432,1286177.781845919,0.9999118225393292,0.6385669081732296,0.3614330918267704,106.0,121.0,0.0368633091204558,3.300538528264167,-110,-110,0.5238095238095238,0.5238095238095238,0.9090909090909091,0.9090909090909091,0.11475738436370575,-0.16237643198275342,OVER,WIN,100.0,-810.0,9190.0
